tournament_name,start_date,end_date,center_name,center_location,pattern_name,pattern_length,pattern_volume,pattern_ratio,position,squad,name,hometown,score,average,+/-_200,match_play_record,points,earnings
PBA Illinois Classic PTQ,2024-02-05T12:00:00Z,,PBA Illinois Classic PTQ,824 E. Rand Rd. Mt. Prospect 60056 United States,,,,,84,A,Vicente Maya,"Stone Mountain, Ga.",1139,162.71,-261,,,
PBA Illinois Classic PTQ,2024-02-05T12:00:00Z,,PBA Illinois Classic PTQ,824 E. Rand Rd. Mt. Prospect 60056 United States,,,,,85,A,Germaine Tyler,"Bolingbrook, Ill.",,0.00,,,,
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,1,,Anthony Simonsen,Las Vegas,,225.93,,'4-0-0',"5,000.00",25000.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,2,,Bill O'Neill,"Langhorne, Pa.",,230.24,,'0-1-0',"3,000.00",15000.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,3,,EJ Tackett,"Bluffton, Ind.",,227.51,,'0-1-0',"2,300.00",12500.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,4,,Matt Russo,"Ballwin, Missouri",,227.00,,'0-1-0',"1,900.00",10000.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,5,,AJ Johnson,"Oswego, Ill.",,225.46,,'0-1-0',"1,700.00",8000.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,6,,Jakob Butturff,"Tempe, Ariz.",,225.44,,'--',"1,550.00",6500.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,7,,Tom Daugherty,"Riverview, Fla.",,224.58,,'--',"1,490.00",6000.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,8,,Kim Bolleby,Sweden,,224.00,,'--',"1,430.00",5800.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,9,,Jason Sterner,"Rochester, N.Y.",,223.14,,'--',"1,370.00",5600.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,10,,Zach Wilkins,Canada,,222.61,,'--',"1,310.00",5400.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,11,,Cristian Azcona,Puerto Rico,,221.36,,'--',"1,250.00",5200.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,12,,Jesper Svensson,Sweden,,220.53,,'--',"1,190.00",5000.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,13,,Shawn Maldonado,Houston,,221.63,,'--',"1,130.00",4600.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,14,,Graham Fach,"Urbana, Ohio",,220.90,,'--',"1,070.00",4500.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,15,,DJ Archer,"Louisville, Ky.",,220.87,,'--',"1,010.00",4400.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,16,,Justin Knowles,"Okemos, Mich.",,219.90,,'--',950.00,4300.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,17,,Tyler Cortez Schenck,"Phoenix, Ariz.",,219.80,,'--',890.00,4200.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,18,,Kris Prather,"Plainfield, Ill.",,219.53,,'--',850.00,4100.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,19,,Brad Miller,"Lees Summit, Mo.",,219.10,,'--',810.00,4000.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,20,,Nathan Bohr,"Austin, Texas",,217.80,,'--',770.00,3900.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,21,,Mitch Hupé,"Winnipeg, MB",,215.70,,'--',730.00,3800.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,22,,Packy Hanrahan,"Wichita, Kan.",,215.43,,'--',690.00,3700.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,23,,Spencer Robarge,"Springfield, Mo.",,214.13,,'--',0.00,3600.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,24,,"David ""Boog"" Krol","Nixa, Mo.",,213.40,,'--',610.00,3500.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,25,,Stu Williams,"Pflugerville, Texas",,215.38,,'--',570.00,3000.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,26,,Dom Barrett,"Great Bentley, England",,214.58,,'--',550.00,2900.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,27,,Sean Rash,"Montgomery, Ill.",,214.42,,'--',530.00,2800.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,28,,François Lavoie,Canada,,212.50,,'--',510.00,2700.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,29,,Richie Teece,"Aldershot, Hampshire",,212.25,,'--',490.00,2650.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,30,,Jake Peters,"Henderson, Nev.",,212.08,,'--',470.00,2600.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,31,,Zac Tackett,"Huntington, Ind.",,208.21,,'--',450.00,2550.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,32,,BJ Moore,"Greensburg, Pa.",,206.04,,'--',430.00,2500.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,33,,Tom Smallwood,"Saginaw, Mich.",,213.67,,'--',410.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,34,,Zach Weidman,"Indianapolis, Ind.",,212.94,,'--',400.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,35,,Marshall Kent,"Yakima, Wash.",,212.72,,'--',390.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,36,,Sam Cooley,Australia,,212.33,,'--',380.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,37,,Dick Allen,"Chapin, S.C.",,212.11,,'--',370.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,38,,Kyle Troup,"Taylorsville, N.C.",,211.67,,'--',355.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,39,,Tommy Jones,"Simpsonville, S.C.",,211.67,,'--',355.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,40,,Casey Murphy,"Nixa, Mo.",,211.56,,'--',0.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,41,,Chris Via,"Springfield, Ohio",,211.11,,'--',330.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,42,,Matt Sanders,"Evansville, Ind.",,210.78,,'--',320.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,43,,Tomas Käyhkö,Finland,,210.56,,'--',310.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,44,,AJ Chapman,"Manchester, Iowa",,210.33,,'--',295.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,45,,Alec Keplinger,"Angola, Ind.",,210.33,,'--',295.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,46,,Darren Tang,Las Vegas,,208.11,,'--',280.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,47,,Kevin McCune,"Munster, Ind.",,207.72,,'--',270.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,48,,Brian Robinson,"Morgantown, W. Va.",,207.44,,'--',260.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,49,,Keven Williams,"Roseville, CA",,207.11,,'--',250.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,50,,Ronnie Russell,"Noblesville, Ind.",,205.83,,'--',240.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,51,,Tom Hess,"Granger, Iowa",,205.67,,'--',230.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,52,,Chris Barnes,"Denton, Texas",,205.56,,'--',220.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,53,,Zachary Cook,"Peyton, Colo.",,204.50,,'--',210.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,54,,Sean Lavery-Spahr,"Pasadena, Texas",,204.33,,'--',200.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,55,,Michael Martell,"Brooklyn, N.Y.",,202.72,,'--',190.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,56,,Matt Ogle,"Louisville, Ky.",,202.67,,'--',180.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,57,,Bryan Bourget,"Woonsocket, R.I.",,201.22,,'--',170.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,58,,Andrew Anderson,"Holly, Mich.",,200.56,,'--',160.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,59,,Brent Boho,"Colgate, Wis.",,199.61,,'--',150.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,60,,Wes Malott,"Fort Wayne, Ind.",,198.83,,'--',140.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,61,,Nick Pate,"Inver Grove Heights, Minn.",,191.56,,'--',130.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,62,,Pete Weber,"St. Ann, Mo.",,185.39,,'--',120.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,63,,Trevor Piepergerdes,"Chillicothe, Mo.",,184.44,,'--',0.00,0.00
PBA Pete Weber Missouri Classic,2024-02-12T12:00:00Z,2024-02-18T12:00:00Z,PBA Pete Weber Missouri Classic,1625 South Enterprise Springfield MO 65807 United States,,,,,64,,Mike Eaton Jr.,"Byron Center, Mich.",,174.67,,'--',100.00,0.00
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,1,A,Cortez Schenck,"Phoenix, Ariz.",1596,228.00,196,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,1,A,Tyler Cortez Schenck,"Phoenix, Ariz.",1596,228.00,196,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,2,A,Brad Miller,"Lees Summit, Mo.",1578,225.43,178,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,3,A,Mike Eaton Jr.,"Byron Center, Mich.",1577,225.29,177,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,4,A,Spencer Robarge,"Springfield, Mo.",1569,224.14,169,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,5,A,Zachary Cook,"Peyton, Colo.",1560,222.86,160,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,6,A,Zach Weidman,"Indianapolis, Ind.",1545,220.71,145,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,7,A,"David ""Boog"" Krol","Nixa, Mo.",1536,219.43,136,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,8,A,Bryan Bourget,"Woonsocket, R.I.",1535,219.29,135,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,9,A,Brent Boho,"Colgate, Wis.",1529,218.43,129,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,10,A,Alec Keplinger,"Angola, Ind.",1518,216.86,118,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,11,A,Brian Robinson,"Morgantown, W. Va.",1517,216.71,117,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,12,A,Dallas Leong,"Las Vegas, Nev.",1516,216.57,116,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,13,A,Wesley Low Jr.,"Palmdale, Calif.",1515,216.43,115,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,14,A,Brandon Runk,"Milton, Pa.",1488,212.57,88,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,15,A,JR Raymond,"Clinton Twp., Mich.",1486,212.29,86,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,16,A,Benjamin Martinez,Guadalajara/ Mexico,1485,212.14,85,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,17,A,Nate Stubler,"LaSalle, Ill.",1482,211.71,82,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,18,A,Carlos Granados,Venezuela,1481,211.57,81,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,19,A,Arnar Jonsson,Iceland,1479,211.29,79,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,20,A,Isaac Erickson,"Lititz, PA",1470,210.00,70,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,21,A,Bailey Mavrick,"Peru, Ind.",1465,209.29,65,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,22,A,Shota Kawazoe,Japan,1453,207.57,53,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,23,A,Ronnie Fujita,Richmond,1449,207.00,49,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,24,A,Trevor Roberts,"Crystal River, Fla.",1448,206.86,48,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,25,A,Anthony Neuer,"Lewisburg, Pa.",1446,206.57,46,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,26,A,Matt Zweig,"Tempe, Ariz.",1445,206.43,45,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,27,A,Timmy Tan,Malaysia,1444,206.29,44,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,28,A,Frank Snodgrass,"Adrian, MI",1439,205.57,39,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,29,A,Brandon Flora,"Mt. Washington, Ky.",1438,205.43,38,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,30,A,Allan Smith,"Copperas Cove, Texas",1438,205.43,38,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,31,A,Casey Cohagan,"Fairport Harbor, Ohio",1435,205.00,35,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,32,A,Trey Brand,"Newcastle, Okla.",1434,204.86,34,,,
PBA Pete Weber Missouri Classic PTQ,2024-02-13T12:00:00Z,,PBA Pete Weber Missouri Classic PTQ,1625 South Enterprise Springfield MO 65807 United States,Billy Hardwick,,,,33,A,Andrew Hall,"Westborough, Mass.",1427,203.86,27,,,
